Customer ID,Region,Vertical,Subvertical
CRM-1522550,Korea,Travel,Airlines and Airports
CRM-1495700,Korea,Travel,Online Travel Agency (OTA)
CRM-1607250,France,N/A,N/A
CRM-1446550,United Kingdom,Travel,Online Travel Agency (OTA)
CRM-1562300,United Kingdom,Retail,Supermarket Chains
CRM-154000,Russia,Career and Education,Jobs and Employment
CRM-162200,Malaysia,Career and Education,Jobs and Employment
CRM-1146250,Philippines,Career and Education,Jobs and Employment
CRM-1414950,Vietnam,Retail,Fashion Retailer
CRM-1462300,MENA,Retail,Fashion Retailer
CRM-151550,MENA,Retail,Gifts
CRM-314750,Turkey,Retail,Kids Fashion
CRM-157550,Turkey,Travel,Online Travel Agency (OTA)
CRM-417250,CEE,Retail,Cosmetics
CRM-1492350,MENA,Retail,Fashion Retailer
CRM-316700,Turkey,Retail,Fashion Retailer
CRM-418100,Japan,Retail,Toys
CRM-1305500,Indonesia,Classifieds,Classifieds
CRM-1471700,Malaysia,Media and Publishing,Content Websites
CRM-609750,Turkey,Retail,Fitness
CRM-1451950,Taiwan,Media and Publishing,Content Websites
CRM-404400,CEE,Retail,Home and Furniture
CRM-1585950,Australia,Retail,Fashion Retailer
CRM-253750,Vietnam,Retail,Shoes
CRM-1485700,United Kingdom,Retail,Fashion Retailer
CRM-1521650,Benelux,Restaurants and Delivery,Restaurants and Delivery
CRM-533750,United Kingdom,Retail,Cosmetics
CRM-1471450,Taiwan,Retail,Animal Products
CRM-1526150,Vietnam,Retail,Home and Furniture
CRM-610450,Turkey,Media and Publishing,Content Websites
CRM-1528400,MENA,Media and Publishing,Content Websites
CRM-1493100,Turkey,Retail,Marketplace
CRM-241450,Turkey,Restaurants and Delivery,Restaurants and Delivery
CRM-746700,Indonesia,B2B Commerce,Pharmaceuticals
CRM-1559850,Turkey,Retail,Home and Furniture
CRM-1466450,Turkey,Retail,Home and Furniture
CRM-586750,Turkey,Retail,Gardening
CRM-155800,Turkey,Media and Publishing,Content Websites
CRM-1551150,Turkey,Finance,Banking
CRM-1524100,Turkey,Retail,Home Appliances
CRM-5600500,Turkey,N/A,N/A
CRM-998500,Turkey,Retail,Fashion Retailer
CRM-1490600,United Kingdom,Real Estate,Real Estate
CRM-1525550,Turkey,Retail,Home Appliances
CRM-362050,Turkey,Career and Education,Jobs and Employment
CRM-1543200,Turkey,Media and Publishing,Content Websites
CRM-157500,Turkey,Retail,Sports
CRM-1536250,MENA,Financial Services,Banking
CRM-1462050,Turkey,Retail,Fashion Retailer
CRM-777900,CEE,Retail,Supermarket Chains
CRM-5601600,South Cone,Automotive,Automotive
CRM-1577050,Brazil,Automotive,Automotive
CRM-639450,Spain,Retail,Home and Furniture
CRM-1553650,Turkey,Retail,Fashion Retailer
CRM-229900,MENA,Restaurants and Delivery,Restaurants and Delivery
CRM-683100,MENA,Restaurants and Delivery,Restaurants and Delivery
CRM-229950,MENA,Restaurants and Delivery,Restaurants and Delivery
CRM-633500,Russia,Retail,Restaurants and Delivery
CRM-571400,Turkey,Retail,Jewelry and Accessories
CRM-1496700,Spain,Retail,Home and Furniture
CRM-376750,Korea,Travel,Hotels and Accommodation
CRM-1567600,MENA,Retail,Cosmetics
CRM-304750,Turkey,Restaurants and Delivery,Restaurants and Delivery
CRM-1166050,Hong Kong,Restaurants and Delivery,Restaurants and Delivery
CRM-1444300,Taiwan,Restaurants and Delivery,Restaurants and Delivery
CRM-806850,CEE,Restaurants and Delivery,Restaurants and Delivery
CRM-807100,CEE,Restaurants and Delivery,Restaurants and Delivery
CRM-152050,CEE,Restaurants and Delivery,Restaurants and Delivery
CRM-1508250,Indonesia,Retail,Book Retailers
CRM-1510050,Indonesia,Media and Publishing,Newspapers and Magazines
CRM-1510100,Indonesia,Media and Publishing,Newspapers and Magazines
CRM-804150,Taiwan,Retail,Pharmaceuticals
CRM-1165300,Japan,Healthcare,Pharmaceuticals
CRM-199600,MENA,Media and Publishing,Newspapers and Magazines
CRM-1536300,MENA,Finance,Investment
CRM-1445600,Vietnam,Retail,Home and Furniture
CRM-1537400,Turkey,Automotive,Automotive
CRM-1549400,Taiwan,Retail,Fashion Retailer
CRM-1206000,Turkey,Retail,Book Retailers
CRM-1543250,Turkey,Other,Other
CRM-704850,Vietnam,Retail,Kids Fashion
CRM-1487750,Hong Kong,Retail,Cosmetics
CRM-1453950,Malaysia,Retail,Cosmetics
CRM-221850,CEE,Retail,Cosmetics
CRM-1052100,Korea,Retail,Cosmetics
CRM-158500,Turkey,Retail,Cosmetics
CRM-1584050,United States,Retail,N/A
CRM-907250,Vietnam,Healthcare,Hospital and Dentistry
CRM-895150,Thailand,Retail,Marketplace
CRM-627000,Taiwan,Retail,Book Retailers
CRM-386750,Turkey,Retail,Fashion Retailer
CRM-1570200,Mexico,Retail,Fashion Retailer
CRM-954250,Turkey,Retail,Book Retailers
CRM-1450850,South Cone,Retail,Home and Furniture
CRM-1482700,United States,Restaurants and Delivery,Restaurants and Delivery
CRM-680600,Australia,Retail,Home and Furniture
CRM-1479950,MENA,Restaurants and Delivery,Restaurants and Delivery
CRM-300950,Taiwan,Travel,Online Travel Agency (OTA)
CRM-851850,Vietnam,Retail,Fashion Retailer
CRM-262600,Turkey,Internet and Telecom,Internet and Telecom
CRM-579150,Indonesia,Retail,Supermarket Chains
CRM-372400,Indonesia,Media and Publishing,Content Websites
CRM-1506700,Indonesia,Healthcare,Hospital and Dentistry
CRM-1518200,MENA,Retail,Cosmetics
CRM-264050,Hong Kong,Travel,Online Travel Agency (OTA)
CRM-1281350,Philippines,Real Estate,Real Estate
CRM-160550,Turkey,Retail,Construction
CRM-574650,Indonesia,Finance,"Credit, Loans and P2P"
CRM-1435450,MENA,Retail,Cosmetics
CRM-667600,Korea,Automotive,Automotive
CRM-613050,Turkey,B2B Commerce,B2B Commerce
CRM-338100,Indonesia,Media and Publishing,Content Websites
CRM-186450,CEE,Retail,Consumer Electronics
CRM-156450,Turkey,Retail,Jewelry and Accessories
CRM-1559150,Australia,Retail,Home and Furniture
CRM-514000,Malaysia,Media and Publishing,Content Websites
CRM-159300,Turkey,Retail,Sports
CRM-1459950,Turkey,Retail,Cosmetics
CRM-1471750,Malaysia,Media and Publishing,Content Websites
CRM-5605750,Turkey,Retail,Fashion Retailer
CRM-1484500,United Kingdom,Retail,Consumer Electronics
CRM-831150,Russia,Retail,Home and Furniture
CRM-1554050,Vietnam,Retail,Fashion Retailer
CRM-166150,Turkey,Retail,Cosmetics
CRM-1558000,Benelux,Internet and Telecom,Internet and Telecom
CRM-1568150,Korea,Retail,Sports
CRM-1473700,Spain,Retail,Shoes
CRM-1472600,Singapore,Retail,Fashion Retailer
CRM-1288550,Singapore,Retail,Cosmetics
CRM-1479550,Thailand,Finance,Banking
CRM-1430600,Philippines,Internet and Telecom,Internet and Telecom
CRM-240400,Russia,Retail,Fashion Retailer
CRM-927450,Turkey,Retail,Home Appliances
CRM-924350,Turkey,Retail,Fashion Retailer
CRM-1520050,Turkey,Retail,Fashion Retailer
CRM-166700,Turkey,Finance,Banking
CRM-602800,Japan,Retail,Fashion Retailer
CRM-1347050,France,Retail,Home and Furniture
CRM-1526650,France,Retail,Cosmetics
CRM-1455650,Spain,Retail,Fashion Retailer
CRM-1450750,Spain,Retail,Consumer Electronics
CRM-201750,Turkey,Retail,Fashion Retailer
CRM-856700,CEE,Retail,Cosmetics
CRM-254800,Russia,Restaurants and Delivery,Restaurants and Delivery
CRM-1078050,CEE,Retail,Cosmetics
CRM-1078150,CEE,Retail,Cosmetics
CRM-1078100,CEE,Retail,Cosmetics
CRM-175950,Russia,Retail,Home and Furniture
CRM-295550,Turkey,Retail,Cosmetics
CRM-1510900,Hong Kong,Retail,Cosmetics
CRM-1470700,Indonesia,Retail,Cosmetics
CRM-1607700,Malaysia,Retail,Cosmetics
CRM-1531250,Singapore,Retail,Cosmetics
CRM-1052000,Korea,Retail,Cosmetics
CRM-470900,Thailand,Retail,Cosmetics
CRM-1474650,Turkey,Automotive,Automotive
CRM-1449800,Korea,Retail,Cosmetics
CRM-661200,Indonesia,Media and Publishing,Content Websites
CRM-1511350,France,Fashion,Fashion Retailer
CRM-437300,Russia,Retail,Fashion Retailer
CRM-1068750,Korea,Retail,Cosmetics
CRM-1475750,Benelux,Retail,Marketplace
CRM-597950,Turkey,Retail,Fashion Retailer
CRM-1599300,Philippines,Other,Other
CRM-1472650,Indonesia,Retail,Marketplace
CRM-1205200,Philippines,Other,Other
CRM-1462800,Vietnam,Other,Other
CRM-1473300,MENA,Retail,Jewelry and Accessories
CRM-1438700,Turkey,Retail,Fashion Retailer
CRM-1440250,Turkey,Retail,Fashion Retailer
CRM-160150,Turkey,Retail,Fashion Retailer
CRM-1134350,Turkey,Retail,Fashion Retailer
CRM-5603350,Turkey,N/A,N/A
CRM-1558150,United Kingdom,Retail,Home Appliances
CRM-1558200,United Kingdom,Retail,Home Appliances
CRM-1558250,United Kingdom,Retail,Home Appliances
CRM-1558300,United Kingdom,Retail,Home Appliances
CRM-1558350,United Kingdom,Retail,Home and Furniture
CRM-1558400,United Kingdom,Retail,Home Appliances
CRM-1558450,United Kingdom,Retail,Home Appliances
CRM-1558500,United Kingdom,Retail,Home Appliances
CRM-1558550,United Kingdom,Retail,Home Appliances
CRM-1558600,United Kingdom,Retail,Home Appliances
CRM-1558650,United Kingdom,Retail,Home Appliances
CRM-1558700,United Kingdom,Retail,Home Appliances
CRM-1558750,United Kingdom,Retail,Home Appliances
CRM-1558800,United Kingdom,Retail,Home Appliances
CRM-1558850,United Kingdom,Retail,Home Appliances
CRM-1559600,United Kingdom,Retail,Home Appliances
CRM-1558900,United Kingdom,Retail,Home Appliances
CRM-1558950,United Kingdom,Retail,Home Appliances
CRM-1559000,United Kingdom,Retail,Home Appliances
CRM-1535750,United Kingdom,Retail,Home Appliances
CRM-1480300,MENA,Finance,Insurance
CRM-1500650,Turkey,Retail,Fashion Retailer
CRM-1463500,Vietnam,Other,Other
CRM-537150,Vietnam,Retail,Other
CRM-896100,Vietnam,Internet and Telecom,Fashion Retailer
CRM-1450100,MENA,Retail,Toys
CRM-163950,Malaysia,Retail,Marketplace
CRM-372600,Indonesia,Retail,Supermarket Chains
CRM-1040600,Singapore,Retail,Consumer Electronics
CRM-1030300,Australia,Retail,Consumer Electronics
CRM-992450,Singapore,Internet and Telecom,Consumer Electronics
CRM-1025800,MENA,Retail,Consumer Electronics
CRM-792350,Singapore,Retail,Consumer Electronics
CRM-1444500,Australia,Retail,Consumer Electronics
CRM-711000,Singapore,Retail,Consumer Electronics
CRM-1047150,Singapore,Retail,Consumer Electronics
CRM-832650,Singapore,Retail,Consumer Electronics
CRM-165650,Turkey,Healthcare,Pharmaceuticals
CRM-1489750,Brazil,Retail,Home and Furniture
CRM-332050,CEE,Retail,Home and Furniture
CRM-292450,Turkey,Retail,Sports
CRM-1564700,Turkey,Retail,Sports
CRM-1482950,Spain,Travel,Airlines and Airports
CRM-1554550,Indonesia,Retail,Fashion Retailer
CRM-1600250,Taiwan,Retail,Fashion Retailer
CRM-519500,Thailand,Retail,Fashion Retailer
CRM-1262600,Turkey,Retail,Fashion Retailer
CRM-157750,Turkey,Automotive,Automotive
CRM-463450,MENA,Automotive,Automotive
CRM-1452000,Korea,Retail,Cosmetics
CRM-1520300,Korea,Finance,"Credit, Loans and P2P"
CRM-1452700,Korea,Retail,Consumer Electronics
CRM-189700,Turkey,Retail,Consumer Electronics
CRM-276850,Turkey,Retail,Fashion Retailer
CRM-1469200,Taiwan,Retail,Home and Furniture
CRM-781400,MENA,Retail,Marketplace
CRM-1492600,Malaysia,Retail,Fashion Retailer
CRM-1525000,Taiwan,Retail,Fashion Retailer
CRM-423950,Korea,Healthcare,Hospital and Dentistry
CRM-1572850,Turkey,Retail,Cosmetics
CRM-156650,Turkey,Retail,Home and Furniture
CRM-1536400,Indonesia,Transportation and Logistics,Transportation and Logistics
CRM-1516900,MENA,Retail,N/A
CRM-271500,Taiwan,Travel,Online Travel Agency (OTA)
CRM-1467600,United Kingdom,N/A,N/A
CRM-548200,CEE,Retail,Book Retailers
CRM-314850,Turkey,Restaurants and Delivery,Restaurants and Delivery
CRM-1484250,Turkey,Healthcare,Hospital and Dentistry
CRM-820450,Thailand,Classifieds,Classifieds
CRM-1011600,Turkey,Other,Other
CRM-814900,Indonesia,Retail,Others
CRM-555350,Turkey,Retail,Fashion Retailer
CRM-1524250,Turkey,Retail,Home and Furniture
CRM-1420550,Japan,Retail,Home and Furniture
CRM-1525950,Russia,Transportation and Logistics,Transportation and Logistics
CRM-812200,Turkey,Internet and Telecom,Internet and Telecom
CRM-556650,Turkey,Retail,Fashion Retailer
CRM-1574100,Brazil,Retail,Marketplace
CRM-5604900,Brazil,N/A,N/A
CRM-1503300,Turkey,N/A,Kids Fashion
CRM-1478050,Singapore,Retail,Cosmetics
CRM-1457050,United Kingdom,Retail,Cosmetics
CRM-1466200,Indonesia,Retail,Cosmetics
CRM-1449350,France,Retail,Cosmetics
CRM-820800,CEE,Retail,Cosmetics
CRM-1585050,Taiwan,N/A,N/A
CRM-1006000,Korea,Retail,Cosmetics
CRM-242750,Vietnam,Retail,Supermarket Chains
CRM-244800,Korea,Travel,Hotels and Accommodation
CRM-695600,Korea,Retail,Marketplace
CRM-1486900,France,Retail,Shoes
CRM-1487100,France,Retail,Shoes
CRM-1486950,France,Retail,Animal Products
CRM-1487000,France,Retail,Shoes
CRM-1032150,Turkey,Travel,Airlines and Airports
CRM-316200,Turkey,Retail,Jewelry and Accessories
CRM-479050,Indonesia,Retail,Fashion Retailer
CRM-1169900,Singapore,Retail,Cosmetics
CRM-156400,Turkey,Retail,Fashion Retailer
CRM-153450,Russia,Retail,Fashion Retailer
CRM-1469800,Taiwan,Retail,Home and Furniture
CRM-1494650,France,Other,Other
CRM-484400,Thailand,Real Estate,Real Estate
CRM-1448950,United Kingdom,Retail,Home and Furniture
CRM-1440200,United Kingdom,Retail,Home and Furniture
CRM-1459550,Turkey,Retail,Fashion Retailer
CRM-613000,Vietnam,Retail,Fashion Retailer
CRM-1468250,Turkey,Retail,Fashion Retailer
CRM-703000,Australia,Travel,Online Travel Agency (OTA)
CRM-1457850,United Kingdom,Retail,Fashion Retailer
CRM-156000,Turkey,Retail,Cosmetics
CRM-424350,CEE,Retail,Cosmetics
CRM-547450,CEE,Retail,Cosmetics
CRM-1293150,CEE,Retail,Cosmetics
CRM-1447350,CEE,Retail,Cosmetics
CRM-1447450,CEE,Retail,Cosmetics
CRM-513800,CEE,Retail,Cosmetics
CRM-291650,CEE,Retail,Cosmetics
CRM-1091250,CEE,Retail,Cosmetics
CRM-1447700,CEE,Retail,Cosmetics
CRM-417200,CEE,Retail,Cosmetics
CRM-424300,CEE,Retail,Cosmetics
CRM-1485800,CEE,Retail,Cosmetics
CRM-937700,Australia,Retail,Cosmetics
CRM-467000,MENA,Retail,Cosmetics
CRM-462250,MENA,Retail,Cosmetics
CRM-166400,Turkey,Retail,Fashion Retailer
CRM-259200,Turkey,Retail,Home and Furniture
CRM-1446600,Brazil,Retail,Home and Furniture
CRM-5602550,MENA,N/A,N/A
CRM-1517550,Turkey,Other,Other
CRM-1501050,MENA,Retail,Fashion Retailer
CRM-1359000,Vietnam,Retail,Fashion Retailer
CRM-1488650,Thailand,Retail,Entertainment and Ticketing
CRM-1503700,Singapore,Retail,N/A
CRM-803200,CEE,Retail,Office Products
CRM-1506350,Benelux,Retail,Supermarket Chains
CRM-1160900,MENA,Retail,Marketplace
CRM-158350,Turkey,Media and Publishing,Content Websites
CRM-1459700,France,Other,Other
CRM-1444550,United Kingdom,Retail,Shoes
CRM-1481650,Brazil,Retail,Home Appliances
CRM-260600,Turkey,Automotive,Automotive
CRM-1437250,France,Retail,Marketplace
CRM-768850,Indonesia,Retail,Fashion Retailer
CRM-1455250,Brazil,Retail,Home and Furniture
CRM-1464200,Vietnam,Retail,Fashion Retailer
CRM-1499350,Turkey,N/A,N/A
CRM-1496100,CEE,Retail,Cosmetics
CRM-1496150,CEE,Retail,Cosmetics
CRM-1496200,CEE,Retail,Cosmetics
CRM-1496350,CEE,Retail,Cosmetics
CRM-1493150,CEE,Retail,Cosmetics
CRM-1496750,CEE,Retail,Cosmetics
CRM-1474500,Turkey,Retail,Animal Products
CRM-639850,Turkey,Retail,Fashion Retailer
CRM-998550,Turkey,Retail,Supermarket Chains
CRM-1530650,Turkey,Retail,Other
CRM-640000,Turkey,Retail,Fashion Retailer
CRM-1552800,United Kingdom,Fashion,Fashion Retailer
CRM-965750,Indonesia,Other,Other
CRM-1515950,Turkey,Media and Publishing,N/A
CRM-271550,CEE,Retail,Sports
CRM-1448800,CEE,Retail,Sports
CRM-1468300,Turkey,Automotive,Automotive
CRM-1610600,Turkey,Automotive,Automotive
CRM-1471800,Malaysia,Media and Publishing,Content Websites
CRM-606600,Indonesia,Retail,Fashion Retailer
CRM-1484300,CEE,Retail,N/A
CRM-1480050,CEE,Retail,Home and Furniture
CRM-1440950,France,Retail,Jewelry and Accessories
CRM-1510600,France,Retail,Jewelry and Accessories
CRM-158250,Turkey,Retail,Fashion Retailer
CRM-586000,Australia,Retail,Fashion Retailer
CRM-319550,Turkey,Retail,Fashion Retailer
CRM-955850,Russia,Retail,Fashion Retailer
CRM-319450,Turkey,Retail,Fashion Retailer
CRM-292000,Russia,Retail,Home and Furniture
CRM-515000,Malaysia,Retail,Fashion Retailer
CRM-1453750,Malaysia,Internet and Telecom,Internet and Telecom
CRM-1283250,Malaysia,Internet and Telecom,Internet and Telecom
CRM-1464100,Vietnam,Finance,Banking
CRM-155500,Turkey,Restaurants and Delivery,Restaurants and Delivery
CRM-1500700,Turkey,Restaurants and Delivery,Restaurants and Delivery
CRM-1486000,CEE,Retail,Cosmetics
CRM-1482400,United Kingdom,Media and Publishing,Content Websites
CRM-793100,Australia,Retail,Cosmetics
CRM-1130300,Australia,Retail,Cosmetics
CRM-5602250,Vietnam,N/A,N/A
CRM-1520750,Brazil,Career and Education,Education and Universities
CRM-1443200,Vietnam,Retail,Consumer Electronics
CRM-160000,Turkey,Retail,Consumer Electronics
CRM-169100,CEE,Retail,Consumer Electronics
CRM-153500,Russia,Retail,Consumer Electronics
CRM-1435350,Malaysia,Media and Publishing,Content Websites
CRM-1497950,Malaysia,Media and Publishing,Content Websites
CRM-330400,Turkey,Healthcare,Hospital and Dentistry
CRM-1495850,Benelux,Retail,Animal Products
CRM-1495900,Benelux,Retail,Animal Products
CRM-1483450,Benelux,Retail,Animal Products
CRM-5603950,Benelux,N/A,N/A
CRM-5604000,Benelux,N/A,N/A
CRM-5603900,Benelux,N/A,N/A
CRM-5603850,Benelux,N/A,N/A
CRM-1487950,Taiwan,Other,Other
CRM-5604550,Taiwan,N/A,N/A
CRM-5605850,Taiwan,N/A,N/A
CRM-1488200,Taiwan,Other,Other
CRM-1552750,Turkey,Retail,Cosmetics
CRM-362650,Japan,Retail,Cosmetics
CRM-1285450,Hong Kong,Retail,Cosmetics
CRM-156850,Turkey,Restaurants and Delivery,Restaurants and Delivery
CRM-1577450,Brazil,Financial Services,"Credit, Loans and P2P"
CRM-1488000,Taiwan,Other,Other
CRM-355700,Turkey,Travel,Hotels and Accommodation
CRM-460000,Turkey,B2B Commerce,B2B Commerce
CRM-1577700,Brazil,Finance,Banking
CRM-602150,Turkey,Retail,Jewelry and Accessories
CRM-313500,Japan,Retail,Jewelry and Accessories
CRM-1513950,France,Retail,Toys
CRM-1473400,Malaysia,Finance,Investment
CRM-230450,Turkey,Retail,Home Appliances
CRM-1502350,CEE,Retail,Home Appliances
CRM-1507850,United States,Retail,Home Appliances
CRM-1502400,CEE,Retail,Home Appliances
CRM-1452550,Russia,Retail,Home Appliances
CRM-1502450,CEE,Retail,Home Appliances
CRM-1502500,CEE,Retail,Home Appliances
CRM-1452600,Russia,Retail,Home Appliances
CRM-796500,Russia,Retail,Home Appliances
CRM-186350,CEE,Retail,Fashion Retailer
CRM-331650,Turkey,Retail,Supermarket Chains
CRM-1279700,MENA,Retail,Fashion Retailer
CRM-1072950,MENA,Retail,Cosmetics
CRM-381600,Turkey,Internet and Telecom,Internet and Telecom
CRM-1414450,Turkey,Media and Publishing,Newspapers and Magazines
CRM-1508050,Vietnam,Retail,Home Appliances
CRM-1454950,Indonesia,Media and Publishing,Content Websites
CRM-362350,Turkey,Other,Construction
CRM-1514300,Turkey,Retail,Kids Fashion
CRM-1493350,Turkey,Retail,Gardening
CRM-5603100,Turkey,Real Estate,Real Estate
CRM-1456000,MENA,Retail,Jewelry and Accessories
CRM-1557750,Thailand,B2B Commerce,B2B Commerce
CRM-1479600,Vietnam,B2B Commerce,B2B Commerce
CRM-1559400,Indonesia,Retail,Home Appliances
CRM-1477300,Australia,Retail,Home and Furniture
CRM-1488250,Taiwan,Other,Other
CRM-1473050,Turkey,Retail,Fashion Retailer
CRM-1357850,Turkey,Retail,Sports
CRM-1493500,Brazil,Retail,Sports
CRM-326850,CEE,Retail,Supermarket Chains
CRM-219700,Turkey,Transportation and Logistics,Transportation and Logistics
CRM-176000,Vietnam,Automotive,Automotive
CRM-1496850,Brazil,Retail,Home and Furniture
CRM-1179100,Taiwan,Retail,Fashion Retailer
CRM-1104650,Vietnam,Media and Publishing,Newspapers and Magazines
CRM-1360450,Turkey,Retail,Fashion Retailer
CRM-1492650,Turkey,Retail,Fashion Retailer
CRM-155750,Turkey,Other,Other
CRM-1194200,Turkey,Retail,Fashion Retailer
CRM-398000,Turkey,Retail,Fashion Retailer
CRM-1239150,Turkey,Retail,Fashion Retailer
CRM-156500,Turkey,Retail,Jewelry and Accessories
CRM-1488600,MENA,Retail,Cosmetics
CRM-5603550,MENA,N/A,N/A
CRM-1463000,South Cone,Finance,Banking
CRM-470950,Indonesia,Automotive,Automotive
CRM-460950,Vietnam,Finance,"Credit, Loans and P2P"
CRM-1489300,Indonesia,Finance,"Credit, Loans and P2P"
CRM-1489350,Indonesia,Finance,"Credit, Loans and P2P"
CRM-1465150,Korea,Retail,Marketplace
CRM-287050,Turkey,Retail,Jewelry and Accessories
CRM-1270150,CEE,Classifieds,Classifieds
CRM-800300,Korea,Retail,Fashion Retailer
CRM-1329600,Thailand,Finance,"Credit, Loans and P2P"
CRM-1484050,United States,Retail,Fashion Retailer
CRM-1299750,Turkey,Retail,Consumer Electronics
CRM-183600,Turkey,Retail,Consumer Electronics
CRM-1507400,Turkey,Retail,N/A
CRM-159100,Turkey,Retail,Fashion Retailer
CRM-245100,Turkey,Retail,Kids Fashion
CRM-639700,MENA,Retail,Entertainment and Ticketing
CRM-1529600,France,Other,Other
CRM-1544800,France,Retail,Marketplace
CRM-1378450,Malaysia,Finance,Insurance
CRM-1573500,MENA,Automotive,Automotive
CRM-1573550,MENA,Automotive,Automotive
CRM-1482750,Turkey,Retail,Sports
CRM-1488050,Taiwan,Other,Other
CRM-1559200,Australia,Retail,Sports
CRM-1553500,South Cone,Retail,Animal Products
CRM-594050,Indonesia,Travel,Car Rentals
CRM-1511000,Malaysia,Retail,Home Appliances
CRM-343450,Malaysia,Retail,Home Appliances
CRM-1598800,Australia,Other,Other
CRM-1563250,Korea,Healthcare,Hospital and Dentistry
CRM-1029150,Vietnam,Classifieds,Classifieds
CRM-1516650,Thailand,Finance,Insurance
CRM-1562100,Turkey,Finance,"Credit, Loans and P2P"
CRM-1476700,Mexico,Retail,Fashion Retailer
CRM-152100,CEE,Retail,Entertainment and Ticketing
CRM-1502150,Turkey,Finance,Banking
CRM-237500,Japan,Retail,Entertainment and Ticketing
CRM-545150,N/A,N/A,N/A
CRM-231050,MENA,Travel,Online Travel Agency (OTA)
CRM-552450,Turkey,Retail,Publications
CRM-153100,Russia,Retail,Consumer Electronics
CRM-1552650,United States,Ebetting and Lottery,Ebetting and Lottery
CRM-262550,CEE,Retail,Cosmetics
CRM-1577100,Turkey,Retail,Fashion Retailer
CRM-1538600,Australia,Retail,Animal Products
CRM-1471100,MENA,Finance,"Credit, Loans and P2P"
CRM-1562000,Taiwan,Retail,Fashion Retailer
CRM-1451700,Australia,Other,Other
CRM-888350,Taiwan,Retail,Consumer Electronics
CRM-1345100,Malaysia,Retail,Marketplace
CRM-288100,Turkey,Retail,Jewelry and Accessories
CRM-1453800,Taiwan,Internet and Telecom,Internet and Telecom
CRM-158200,Turkey,Media and Publishing,Content Websites
CRM-1476500,Indonesia,Internet and Telecom,Internet and Telecom
CRM-1189700,Turkey,Retail,Fashion Retailer
CRM-1508450,Australia,Retail,Fashion Retailer
CRM-1503750,Australia,Retail,Marketplace
CRM-1503800,Australia,Retail,Marketplace
CRM-1503100,Australia,Retail,Marketplace
CRM-1503850,Australia,Retail,Marketplace
CRM-1472500,Indonesia,Travel,Hotels and Accommodation
CRM-1588400,South Cone,Retail,Fashion Retailer
CRM-1460750,Vietnam,Internet and Telecom,Internet and Telecom
CRM-240750,Vietnam,Travel,Online Travel Agency (OTA)
CRM-153900,Russia,Retail,Toys
CRM-1508300,Indonesia,Retail,Marketplace
CRM-1105700,Taiwan,Internet and Telecom,Content Websites
CRM-1454600,United Kingdom,Retail,Fashion Retailer
CRM-1500000,MENA,Retail,Fashion Retailer
CRM-1501400,MENA,Restaurants and Delivery,Restaurants and Delivery
CRM-1479350,MENA,Restaurants and Delivery,Restaurants and Delivery
#N/A,Turkey,N/A,N/A
CRM-5605000,Turkey,N/A,N/A
CRM-1459800,Turkey,Retail,Cosmetics
CRM-1492400,Singapore,Career and Education,Education and Universities
CRM-1514350,Benelux,Finance,Banking
CRM-1508100,Benelux,Ebetting and Lottery,Ebetting and Lottery
CRM-795950,Australia,Retail,Home and Furniture
CRM-1446350,Australia,Retail,Cosmetics
CRM-1541800,Brazil,Retail,Cosmetics
CRM-1446100,Indonesia,Healthcare,Pharmaceuticals
CRM-278350,Turkey,Retail,Fashion Retailer
CRM-673950,MENA,Retail,Fashion Retailer
CRM-1516800,MENA,Finance,Banking
CRM-257050,MENA,Finance,"Credit, Loans and P2P"
CRM-635300,MENA,Finance,Banking
CRM-390850,Taiwan,Restaurants and Delivery,Restaurants and Delivery
CRM-1503350,Turkey,B2B Commerce,B2B Commerce
CRM-1512600,Benelux,Retail,Cosmetics
CRM-1544350,Turkey,Retail,Marketplace
CRM-378500,Turkey,Other,N/A
CRM-1087500,MENA,Restaurants and Delivery,Restaurants and Delivery
CRM-311050,CEE,Retail,Cosmetics
CRM-1513150,United States,B2B SaaS,B2B SaaS
CRM-172150,Turkey,Media and Publishing,Content Websites
CRM-1494600,Vietnam,Media and Publishing,Content Websites
CRM-159600,Turkey,Retail,Fashion Retailer
CRM-249050,Turkey,Retail,Home Appliances
CRM-1480750,Turkey,Retail,Sports
CRM-152500,CEE,Retail,Shoes
CRM-1277050,Vietnam,Retail,Gaming
CRM-208800,Malaysia,Media and Publishing,Newspapers and Magazines
CRM-154300,CEE,Media and Publishing,Newspapers and Magazines
CRM-1543650,France,Real Estate,Real Estate
CRM-1543600,France,Real Estate,Real Estate
CRM-1543700,France,Real Estate,Real Estate
CRM-1543850,France,Real Estate,Real Estate
CRM-1543800,France,Real Estate,Real Estate
CRM-1497300,Thailand,Finance,Insurance
CRM-1298350,Turkey,Travel,Hotels and Accommodation
CRM-1597300,Vietnam,Healthcare,Pharmaceuticals
CRM-1317050,MENA,Retail,Cosmetics
CRM-470350,Japan,Retail,Sports
CRM-347750,Turkey,Retail,Shoes
CRM-222250,Turkey,Automotive,Automotive
CRM-1520800,MENA,Automotive,Automotive
CRM-950500,MENA,Automotive,Automotive
CRM-950450,MENA,Automotive,Automotive
CRM-1435500,MENA,Automotive,Automotive
CRM-1335000,MENA,Automotive,Automotive
CRM-1444350,Taiwan,Retail,Home and Furniture
CRM-378650,CEE,Finance,Insurance
