Customer ID,Status,Customer Level
CRM-292000,Churn,Long-tail
CRM-515000,Churn,Long-tail
CRM-1453750,Onboarding,Enterprise
CRM-1283250,Retained,Enterprise
CRM-1464100,Retained,Enterprise
CRM-155500,Churn,Long-tail
CRM-1500700,Retained,Enterprise
CRM-1486000,Churn,Long-tail
CRM-1482400,Retained,Enterprise
CRM-793100,Churn,Enterprise
CRM-1130300,Churn,Enterprise
CRM-5602250,Onboarding,Semi-Enterprise
CRM-1520750,Retained,Enterprise
CRM-1443200,Retained,Semi-Enterprise
CRM-160000,Retained,Semi-Enterprise
CRM-169100,Retained,Enterprise
CRM-153500,Churn,Long-tail
CRM-1435350,Retained,Enterprise
CRM-1497950,Onboarding,Enterprise
CRM-330400,Churn,Semi-Enterprise
CRM-1495850,Retained,Enterprise
CRM-1495900,Retained,Enterprise
CRM-1483450,Retained,Enterprise
CRM-5603950,Onboarding,Enterprise
CRM-5604000,Onboarding,Enterprise
CRM-5603900,Onboarding,Enterprise
CRM-5603850,Onboarding,Enterprise
CRM-1487950,Churn,Enterprise
CRM-5604550,Onboarding,Enterprise
CRM-5605850,Onboarding,Enterprise
CRM-1488200,Churn,Enterprise
CRM-1552750,Onboarding,Long-tail
CRM-362650,Retained,Long-tail
CRM-1285450,Churn,Long-tail
CRM-156850,Churn,Long-tail
CRM-1577450,Onboarding,Enterprise
CRM-1488000,Churn,Enterprise
CRM-355700,Churn,Enterprise
CRM-460000,Churn,Semi-Enterprise
CRM-1577700,Onboarding,Enterprise
CRM-602150,Churn,Long-tail
CRM-313500,Churn,Long-tail
CRM-1513950,Retained,Enterprise
CRM-1473400,Retained,Long-tail
CRM-230450,Retained,Semi-Enterprise
CRM-1502350,Churn,Enterprise
CRM-1507850,Retained,Semi-Enterprise
CRM-1502400,Churn,Enterprise
CRM-1452550,Churn,Enterprise
CRM-1502450,Churn,Enterprise
CRM-1502500,Churn,Enterprise
CRM-1452600,Churn,Enterprise
CRM-796500,Churn,Enterprise
CRM-186350,Churn,Semi-Enterprise
CRM-331650,Retained,Long-tail
CRM-1279700,Retained,Enterprise
CRM-1072950,Churn,Enterprise
CRM-381600,Retained,Long-tail
CRM-1414450,Churn,Enterprise
CRM-1508050,Retained,Enterprise
CRM-1454950,Onboarding,Semi-Enterprise
CRM-362350,Churn,Long-tail
CRM-1514300,Churn,Semi-Enterprise
CRM-1493350,Incomplete Deal,Long-tail
CRM-5603100,Retained,Long-tail
CRM-1456000,Churn,Enterprise
CRM-1557750,Retained,Semi-Enterprise
CRM-1479600,Retained,Semi-Enterprise
CRM-1559400,Onboarding,Long-tail
CRM-1477300,Retained,Enterprise
CRM-1488250,Churn,Enterprise
CRM-1473050,Churn,Semi-Enterprise
CRM-1357850,Retained,Enterprise
CRM-1493500,Retained,Enterprise
CRM-326850,Churn,Long-tail
CRM-219700,Churn,Long-tail
CRM-176000,Churn,Long-tail
CRM-1496850,Retained,Enterprise
CRM-1179100,Retained,Semi-Enterprise
CRM-1104650,Churn,Enterprise
CRM-1360450,Churn,Long-tail
CRM-1492650,Churn,Long-tail
CRM-155750,Churn,Long-tail
CRM-1194200,Churn,Semi-Enterprise
CRM-398000,Retained,Enterprise
CRM-1239150,Churn,Long-tail
CRM-156500,Churn,Long-tail
CRM-1488600,Retained,Long-tail
CRM-5603550,Onboarding,Long-tail
CRM-1463000,Retained,Enterprise
CRM-470950,Churn,Long-tail
CRM-460950,Churn,Long-tail
CRM-1489300,Retained,Enterprise
CRM-1489350,Retained,Enterprise
CRM-1465150,Retained,Enterprise
CRM-287050,Churn,Long-tail
CRM-1270150,Retained,Semi-Enterprise
CRM-800300,Churn,Semi-Enterprise
CRM-1329600,Churn,Semi-Enterprise
CRM-1484050,Onboarding,Semi-Enterprise
CRM-1299750,Churn,Semi-Enterprise
CRM-183600,Churn,Long-tail
CRM-1507400,Contract Confirmation,Semi-Enterprise
CRM-159100,Churn,Long-tail
CRM-245100,Churn,Long-tail
CRM-639700,Churn,Long-tail
CRM-1529600,Retained,Enterprise
CRM-1544800,Retained,Enterprise
CRM-1378450,Churn,Enterprise
CRM-1573500,Retained,Enterprise
CRM-1573550,Onboarding,Enterprise
CRM-1482750,Churn,Semi-Enterprise
CRM-1488050,Churn,Enterprise
CRM-1559200,Retained,Enterprise
CRM-1553500,Onboarding,Semi-Enterprise
CRM-594050,Churn,Long-tail
CRM-1511000,Churn,Semi-Enterprise
CRM-343450,Churn,Long-tail
CRM-1598800,Onboarding,Long-tail
CRM-1563250,Onboarding,Long-tail
CRM-1029150,Churn,Semi-Enterprise
CRM-1516650,Retained,Enterprise
CRM-1562100,Onboarding,Long-tail
CRM-1476700,Churn,Long-tail
CRM-152100,Churn,Long-tail
CRM-1502150,Retained,Semi-Enterprise
CRM-237500,Churn,Long-tail
CRM-545150,Churn,Semi-Enterprise
CRM-231050,Churn,Long-tail
CRM-552450,Churn,Long-tail
CRM-153100,Churn,Long-tail
CRM-1552650,Onboarding,Enterprise
CRM-262550,Churn,Long-tail
CRM-1577100,Retained,Enterprise
CRM-1538600,Retained,Enterprise
CRM-1471100,Retained,Enterprise
CRM-1562000,Retained,Semi-Enterprise
CRM-1451700,Retained,Enterprise
CRM-888350,Retained,Long-tail
CRM-1345100,Churn,Long-tail
CRM-288100,Churn,Long-tail
CRM-1453800,Retained,Long-tail
CRM-158200,Churn,Long-tail
CRM-1476500,Retained,Enterprise
CRM-1189700,Churn,Long-tail
CRM-1508450,Churn,Enterprise
CRM-1503750,Retained,Enterprise
CRM-1503800,Retained,Enterprise
CRM-1503100,Retained,Enterprise
CRM-1503850,Retained,Enterprise
CRM-1472500,Retained,Enterprise
CRM-1588400,Onboarding,Long-tail
CRM-1460750,Retained,Enterprise
CRM-240750,Churn,Semi-Enterprise
CRM-153900,Churn,Semi-Enterprise
CRM-1508300,Retained,Enterprise
CRM-1105700,Churn,Semi-Enterprise
CRM-1454600,Retained,Enterprise
CRM-1500000,Retained,Semi-Enterprise
CRM-1501400,Churn,Long-tail
CRM-1479350,Retained,Semi-Enterprise
#N/A,Onboarding,Long-tail
CRM-5605000,Onboarding,Long-tail
CRM-1459800,Churn,Long-tail
CRM-1492400,Churn,Semi-Enterprise
CRM-1514350,Churn,Semi-Enterprise
CRM-1508100,Retained,Enterprise
CRM-795950,Retained,Enterprise
CRM-1446350,Retained,Enterprise
CRM-1541800,Onboarding,Long-tail
CRM-1446100,Retained,Long-tail
CRM-278350,Churn,Long-tail
CRM-673950,Retained,Enterprise
CRM-1516800,Retained,Enterprise
CRM-257050,Retained,Enterprise
CRM-635300,Churn,Long-tail
CRM-390850,Churn,Long-tail
CRM-1503350,Churn,Long-tail
CRM-1512600,Churn,Semi-Enterprise
CRM-1544350,Retained,Semi-Enterprise
CRM-378500,Churn,Enterprise
CRM-1087500,Churn,Long-tail
CRM-311050,Churn,Long-tail
CRM-1513150,Churn,Semi-Enterprise
CRM-172150,Churn,Long-tail
CRM-1494600,Retained,Long-tail
CRM-159600,In Opportunity Pipeline,Long-tail
CRM-249050,Churn,Long-tail
CRM-1480750,Retained,Enterprise
CRM-152500,Churn,Long-tail
CRM-1277050,Churn,Long-tail
CRM-208800,Onboarding,Enterprise
CRM-154300,Churn,Semi-Enterprise
CRM-1543650,Retained,Semi-Enterprise
CRM-1543600,Onboarding,Semi-Enterprise
CRM-1543700,Onboarding,Semi-Enterprise
CRM-1543850,Onboarding,Semi-Enterprise
CRM-1543800,Onboarding,Semi-Enterprise
CRM-1497300,Retained,Enterprise
CRM-1298350,Churn,Long-tail
CRM-1597300,Retained,Long-tail
CRM-1317050,Retained,Enterprise
CRM-470350,Churn,Long-tail
CRM-347750,Churn,Long-tail
CRM-222250,Retained,Enterprise
CRM-1520800,Retained,Semi-Enterprise
CRM-950500,Churn,Semi-Enterprise
CRM-950450,Retained,Semi-Enterprise
CRM-1435500,Retained,Long-tail
CRM-1335000,Churn,Semi-Enterprise
CRM-1444350,Retained,Enterprise
CRM-378650,Churn,Long-tail
CRM-428600,Churn,Long-tail
CRM-1454700,Onboarding,Semi-Enterprise
CRM-1565550,Retained,Semi-Enterprise
CRM-434600,Retained,Enterprise
CRM-1452450,Churn,Semi-Enterprise
CRM-1010150,Retained,Long-tail
CRM-1484650,Churn,Semi-Enterprise
CRM-355600,Churn,Semi-Enterprise
CRM-355650,Churn,Long-tail
CRM-1499950,Retained,Long-tail
CRM-1513100,Retained,Long-tail
CRM-160500,Retained,Enterprise
CRM-160450,Retained,Enterprise
CRM-1454000,Churn,Long-tail
CRM-1459750,Churn,Long-tail
CRM-440850,Churn,Long-tail
CRM-1539500,Onboarding,Enterprise
CRM-732700,Churn,Long-tail
CRM-825500,Churn,Semi-Enterprise
CRM-265500,Churn,Long-tail
CRM-261450,Churn,Long-tail
CRM-1454750,Retained,Enterprise
CRM-241400,Retained,Enterprise
CRM-201900,Churn,Long-tail
CRM-169350,Churn,Semi-Enterprise
CRM-1553550,Incomplete Deal,Semi-Enterprise
CRM-249450,Churn,Long-tail
CRM-530450,Retained,Enterprise
CRM-151000,Churn,Long-tail
CRM-157400,Churn,Long-tail
CRM-1471850,Retained,Enterprise
CRM-735500,Churn,Enterprise
CRM-264900,Retained,Enterprise
CRM-237600,Retained,Semi-Enterprise
CRM-1482600,Churn,Semi-Enterprise
CRM-1478450,Retained,Long-tail
CRM-1554250,Onboarding,Enterprise
CRM-1586300,Onboarding,Semi-Enterprise
CRM-161200,Churn,Long-tail
CRM-1485100,Retained,Enterprise
CRM-268550,Retained,Semi-Enterprise
CRM-1537950,Onboarding,Semi-Enterprise
CRM-1454900,Churn,Semi-Enterprise
CRM-513950,Churn,Long-tail
CRM-1373550,Churn,Semi-Enterprise
CRM-1476950,Retained,Semi-Enterprise
CRM-1477000,Retained,Semi-Enterprise
CRM-1477050,Retained,Semi-Enterprise
CRM-1152000,Churn,Long-tail
CRM-1600650,Onboarding,Semi-Enterprise
CRM-157350,Churn,Long-tail
CRM-498050,Churn,Long-tail
CRM-1442450,Retained,Semi-Enterprise
CRM-1443550,Retained,Long-tail
CRM-1477450,Churn,Long-tail
CRM-174850,Churn,Long-tail
CRM-660400,Retained,Long-tail
CRM-261400,Churn,Long-tail
CRM-1450050,Churn,Long-tail
CRM-742850,Churn,Semi-Enterprise
CRM-1565600,Retained,Semi-Enterprise
CRM-1597350,Onboarding,Long-tail
CRM-1526250,Churn,Long-tail
CRM-300200,Churn,Long-tail
CRM-1474800,Churn,Semi-Enterprise
CRM-886850,Churn,Long-tail
CRM-1468550,Onboarding,Semi-Enterprise
CRM-1578450,Onboarding,Enterprise
CRM-1078250,Churn,Long-tail
CRM-1078400,Churn,Long-tail
CRM-1078300,Churn,Semi-Enterprise
CRM-1078450,Churn,Long-tail
CRM-361800,Retained,Long-tail
CRM-1531400,Onboarding,Long-tail
CRM-1485200,Onboarding,Long-tail
CRM-1479100,Retained,Long-tail
CRM-169650,Churn,Long-tail
CRM-1455200,Retained,Enterprise
CRM-157300,Churn,Long-tail
CRM-1023900,Churn,Long-tail
CRM-240000,Onboarding,Enterprise
CRM-1443000,Churn,Long-tail
CRM-1472750,Churn,Long-tail
CRM-183350,Churn,Long-tail
CRM-234950,Churn,Long-tail
CRM-1463050,Churn,Long-tail
CRM-1520350,Churn,Semi-Enterprise
CRM-272600,Retained,Semi-Enterprise
CRM-1091150,Retained,Enterprise
CRM-686250,Churn,Long-tail
CRM-166300,Retained,Enterprise
CRM-595750,Churn,Semi-Enterprise
CRM-1493450,Churn,Semi-Enterprise
CRM-1560250,Onboarding,Long-tail
CRM-1538350,Retained,Enterprise
CRM-1559750,Churn,Enterprise
CRM-482500,Churn,Long-tail
CRM-195300,Churn,Semi-Enterprise
CRM-1455450,Churn,Semi-Enterprise
CRM-1456900,Retained,Long-tail
CRM-1378600,Retained,Enterprise
CRM-1585400,Retained,Long-tail
CRM-312150,Churn,Long-tail
CRM-1477100,Churn,Enterprise
CRM-712600,Retained,Enterprise
CRM-162150,Churn,Long-tail
CRM-214800,Churn,Long-tail
CRM-314650,Churn,Long-tail
CRM-1560700,Retained,Semi-Enterprise
CRM-163750,In Opportunity Pipeline,Enterprise
CRM-496650,Churn,Semi-Enterprise
CRM-225550,Churn,Long-tail
CRM-1580150,Onboarding,Semi-Enterprise
CRM-1514850,Churn,Semi-Enterprise
CRM-1487900,Churn,Enterprise
CRM-1403300,Retained,Long-tail
CRM-1484600,Retained,Enterprise
CRM-1562450,Onboarding,Semi-Enterprise
CRM-281300,Retained,Enterprise
CRM-885100,Churn,Long-tail
CRM-463700,Churn,Long-tail
CRM-159450,Churn,Enterprise
CRM-156600,Churn,Long-tail
CRM-1490950,Retained,Enterprise
CRM-1491000,Retained,Enterprise
CRM-1473000,Retained,Enterprise
CRM-599300,Churn,Long-tail
CRM-195200,Churn,Long-tail
CRM-1190750,Churn,Long-tail
CRM-639400,Churn,Semi-Enterprise
CRM-1194100,Retained,Enterprise
CRM-1514900,Churn,Semi-Enterprise
CRM-1508950,Churn,Enterprise
CRM-1509300,Churn,Enterprise
CRM-1509350,Churn,Enterprise
CRM-1557800,Onboarding,Enterprise
CRM-1529300,Incomplete Deal,Enterprise
CRM-1480800,Churn,Semi-Enterprise
CRM-173800,Retained,Semi-Enterprise
CRM-635700,Churn,Semi-Enterprise
CRM-836050,Churn,Semi-Enterprise
CRM-836200,Churn,Long-tail
CRM-836250,Churn,Long-tail
CRM-836150,Churn,Long-tail
CRM-571300,Retained,Long-tail
CRM-1443750,Contract Confirmation,Long-tail
CRM-1435900,Incomplete Deal,Enterprise
CRM-1443150,Retained,Semi-Enterprise
CRM-1450600,Churn,Semi-Enterprise
CRM-1132850,Churn,Enterprise
CRM-563450,Retained,Enterprise
CRM-1567650,Onboarding,Enterprise
CRM-581600,Churn,Enterprise
CRM-1455900,Churn,Long-tail
CRM-524950,Churn,Enterprise
CRM-794700,Churn,Long-tail
CRM-1502200,Retained,Semi-Enterprise
CRM-1453500,Retained,Semi-Enterprise
CRM-159700,Churn,Semi-Enterprise
CRM-515050,Retained,Semi-Enterprise
CRM-1482650,Retained,Enterprise
CRM-752450,Churn,Long-tail
CRM-1561000,Onboarding,Long-tail
CRM-1472450,Churn,Enterprise
CRM-1488300,Churn,Enterprise
CRM-1467000,Churn,Semi-Enterprise
CRM-1517250,Retained,Enterprise
CRM-1517300,Retained,Enterprise
CRM-1511100,Retained,Semi-Enterprise
CRM-1468850,Churn,Semi-Enterprise
CRM-1468900,Retained,Enterprise
CRM-1468950,Onboarding,Enterprise
CRM-1459300,Retained,Semi-Enterprise
CRM-1450300,Retained,Enterprise
CRM-1444400,Retained,Enterprise
CRM-152450,Churn,Long-tail
CRM-1032050,Churn,Long-tail
CRM-483850,Churn,Long-tail
CRM-1393900,Retained,Semi-Enterprise
CRM-1580700,Retained,Semi-Enterprise
CRM-1577000,Incomplete Deal,Semi-Enterprise
CRM-912150,Retained,Enterprise
CRM-1291050,Retained,Enterprise
CRM-206600,Churn,Long-tail
CRM-1560050,Retained,Semi-Enterprise
CRM-1598500,Onboarding,Long-tail
CRM-317450,Retained,Enterprise
CRM-1554300,Onboarding,Enterprise
CRM-5599700,Onboarding,Enterprise
CRM-1535400,Onboarding,Semi-Enterprise
CRM-5604400,Onboarding,Long-tail
CRM-1050750,Churn,Long-tail
CRM-1554150,Churn,Enterprise
CRM-1460300,Retained,Enterprise
CRM-744000,Churn,Enterprise
CRM-1430450,Churn,Long-tail
CRM-1577850,Onboarding,Enterprise
CRM-161650,Onboarding,Semi-Enterprise
CRM-744050,Churn,Enterprise
CRM-274200,Churn,Long-tail
CRM-1500150,Retained,Enterprise
CRM-1453700,Retained,Semi-Enterprise
CRM-1442150,Retained,Enterprise
CRM-621600,Retained,Long-tail
CRM-270300,Churn,Long-tail
CRM-775100,Churn,Long-tail
CRM-1510500,Churn,Long-tail
CRM-1451150,Churn,Semi-Enterprise
CRM-1479050,Churn,Enterprise
CRM-1531150,Retained,Long-tail
CRM-1359550,Churn,Semi-Enterprise
CRM-1503450,Retained,Long-tail
CRM-5606700,Onboarding,Long-tail
CRM-151950,Churn,Long-tail
CRM-1476600,Retained,Long-tail
CRM-1460400,Churn,Semi-Enterprise
CRM-248500,Retained,Semi-Enterprise
CRM-664600,Churn,Long-tail
CRM-642900,Churn,Semi-Enterprise
CRM-1350200,Churn,Long-tail
CRM-1442900,Churn,Enterprise
CRM-494250,Churn,Long-tail
CRM-1499450,Contract Confirmation,Enterprise
CRM-1516600,Retained,Semi-Enterprise
CRM-219350,Churn,Long-tail
CRM-1538000,Retained,Semi-Enterprise
CRM-1495000,Retained,Enterprise
CRM-1516550,Churn,Semi-Enterprise
CRM-1082550,Retained,Enterprise
CRM-1082600,Retained,Enterprise
CRM-452700,Churn,Long-tail
CRM-1090100,Churn,Long-tail
CRM-1538100,Retained,Enterprise
CRM-1517850,Retained,Semi-Enterprise
CRM-1329700,Churn,Enterprise
CRM-1478700,Retained,Enterprise
CRM-1478750,Retained,Enterprise
CRM-1030400,Retained,Enterprise
CRM-1497600,Churn,Long-tail
CRM-987600,Churn,Long-tail
CRM-920750,Retained,Enterprise
CRM-252250,Retained,Semi-Enterprise
CRM-1483000,Retained,Long-tail
CRM-1544850,Retained,Long-tail
CRM-269400,Churn,Long-tail
CRM-1582300,Onboarding,Semi-Enterprise
CRM-415750,Churn,Long-tail
CRM-1449950,Churn,Long-tail
CRM-1455850,Incomplete Deal,Long-tail
CRM-1553350,Churn,Enterprise
CRM-304700,Churn,Long-tail
CRM-5602050,Retained,Long-tail
CRM-1491800,Incomplete Deal,Semi-Enterprise
CRM-914900,Churn,Semi-Enterprise
CRM-1445550,Retained,Enterprise
CRM-1472400,Churn,Long-tail
CRM-1464250,Churn,Semi-Enterprise
CRM-676950,Churn,Long-tail
CRM-476850,Retained,Enterprise
CRM-152650,Churn,Long-tail
CRM-1586050,Onboarding,Enterprise
CRM-1479400,Churn,Enterprise
CRM-1449650,Churn,Semi-Enterprise
CRM-1129500,Churn,Long-tail
CRM-158150,Churn,Enterprise
CRM-1465350,Churn,Enterprise
CRM-1457950,Retained,Enterprise
CRM-1465400,Churn,Enterprise
CRM-1465450,Churn,Enterprise
CRM-1465500,Churn,Enterprise
CRM-1465550,Churn,Enterprise
CRM-1464550,Churn,Enterprise
CRM-1464600,Churn,Enterprise
CRM-1465600,Churn,Enterprise
CRM-604150,Churn,Long-tail
CRM-166200,Retained,Enterprise
CRM-1469550,Retained,Enterprise
CRM-1461200,Retained,Long-tail
CRM-1526800,Retained,Semi-Enterprise
CRM-1482900,Onboarding,Long-tail
CRM-607050,Churn,Long-tail
CRM-1495750,Churn,Semi-Enterprise
CRM-1562650,Onboarding,Enterprise
CRM-408050,Churn,Long-tail
CRM-1586100,Onboarding,Enterprise
CRM-1484350,Churn,Semi-Enterprise
CRM-1509150,Retained,Enterprise
CRM-1459450,Retained,Enterprise
CRM-1459500,Retained,Enterprise
CRM-1443100,Retained,Enterprise
CRM-1499750,Retained,Enterprise
CRM-856450,In Opportunity Pipeline,Semi-Enterprise
CRM-730800,Retained,Semi-Enterprise
CRM-1461450,Retained,Enterprise
CRM-1586700,Retained,Semi-Enterprise
CRM-223500,Churn,Long-tail
CRM-841000,Churn,Enterprise
CRM-461200,Churn,Long-tail
CRM-1442350,Retained,Long-tail
CRM-1469650,Churn,Long-tail
CRM-1206050,Retained,Enterprise
CRM-1557850,Onboarding,Semi-Enterprise
CRM-630550,Churn,Long-tail
CRM-1471900,Retained,Enterprise
CRM-1481350,Retained,Enterprise
CRM-1481300,Retained,Enterprise
CRM-1580750,Onboarding,Long-tail
CRM-1483300,Churn,Long-tail
CRM-1454150,Retained,Enterprise
CRM-1526200,Retained,Enterprise
CRM-665150,Churn,Long-tail
CRM-1466250,Retained,Long-tail
CRM-397650,Churn,Long-tail
CRM-1131850,Retained,Semi-Enterprise
CRM-1126800,Retained,Semi-Enterprise
CRM-726400,Retained,Semi-Enterprise
CRM-859900,Retained,Long-tail
CRM-1442400,Churn,Semi-Enterprise
CRM-185950,Churn,Long-tail
CRM-572250,Churn,Long-tail
CRM-228050,Churn,Semi-Enterprise
CRM-1530400,Retained,Enterprise
CRM-470750,Retained,Enterprise
CRM-1459900,Churn,Enterprise
CRM-1517350,Retained,Long-tail
CRM-158300,Churn,Long-tail
CRM-512700,Churn,Long-tail
CRM-1486050,Retained,Enterprise
CRM-1511050,Churn,Long-tail
CRM-1102650,Churn,Long-tail
CRM-1458950,Churn,Long-tail
CRM-1549550,Retained,Long-tail
CRM-1578400,Onboarding,Enterprise
CRM-1508650,Incomplete Deal,Enterprise
CRM-1506000,Retained,Long-tail
CRM-1506050,Retained,Long-tail
CRM-1506100,Retained,Long-tail
CRM-1511600,Retained,Long-tail
CRM-1597450,Onboarding,Enterprise
CRM-1597500,Onboarding,Enterprise
CRM-1597550,Onboarding,Enterprise
CRM-1600400,Onboarding,Enterprise
CRM-1597600,Onboarding,Enterprise
CRM-1598600,Onboarding,Long-tail
CRM-1599850,Onboarding,Semi-Enterprise
CRM-1597650,Onboarding,Enterprise
CRM-1506200,Retained,Long-tail
CRM-1601450,Retained,Enterprise
CRM-1506250,Retained,Long-tail
CRM-1577400,Onboarding,Long-tail
CRM-1598700,Onboarding,Semi-Enterprise
CRM-1506300,Retained,Long-tail
CRM-226650,Churn,Long-tail
CRM-1005900,Retained,Enterprise
CRM-957900,Retained,Enterprise
CRM-1473950,Retained,Enterprise
CRM-1552700,Retained,Enterprise
CRM-1473450,Retained,Enterprise
CRM-1473500,Contract Confirmation,Enterprise
CRM-1473550,Retained,Enterprise
CRM-902900,Retained,Enterprise
CRM-1474000,Retained,Enterprise
CRM-1473600,Retained,Enterprise
CRM-1474050,Retained,Enterprise
CRM-1473650,Retained,Enterprise
CRM-419600,Retained,Enterprise
CRM-5613650,Retained,Enterprise
CRM-788200,Churn,Long-tail
CRM-322550,Retained,Enterprise
CRM-619650,Retained,Enterprise
CRM-1461250,Retained,Long-tail
CRM-295200,Churn,Long-tail
CRM-185100,Churn,Long-tail
CRM-1233800,Churn,Semi-Enterprise
CRM-1511250,Retained,Semi-Enterprise
CRM-1448650,Retained,Enterprise
CRM-1517950,Onboarding,Enterprise
CRM-1518000,Onboarding,Enterprise
CRM-1518050,Onboarding,Enterprise
CRM-1492500,Retained,Enterprise
CRM-726750,Retained,Long-tail
CRM-1486150,Retained,Enterprise
CRM-1537450,Retained,Enterprise
CRM-253900,Churn,Long-tail
CRM-1569600,Retained,Enterprise
CRM-1589800,Onboarding,Enterprise
CRM-1597150,Onboarding,Enterprise
CRM-1499650,Retained,Enterprise
CRM-726200,Churn,Long-tail
CRM-660050,Churn,Long-tail
CRM-1488950,Retained,Enterprise
CRM-421850,Churn,Long-tail
CRM-1517750,Retained,Long-tail
CRM-1458500,Churn,Enterprise
CRM-291050,Retained,Long-tail
CRM-618000,Churn,Semi-Enterprise
CRM-1036400,Churn,Semi-Enterprise
CRM-1090300,Retained,Enterprise
CRM-1549450,Retained,Enterprise
CRM-1493850,Churn,Semi-Enterprise
CRM-1607000,Onboarding,Enterprise
CRM-1479000,Retained,Enterprise
CRM-1589200,Onboarding,Enterprise
CRM-729700,Contract Confirmation,Long-tail
CRM-185700,Churn,Long-tail
CRM-1598050,Onboarding,Enterprise
CRM-531500,Churn,Enterprise
CRM-1544250,Churn,Semi-Enterprise
CRM-1470800,Retained,Enterprise
CRM-593800,Churn,Long-tail
CRM-176100,Churn,Long-tail
CRM-774850,Retained,Enterprise
CRM-209750,Churn,Long-tail
CRM-155400,Churn,Long-tail
CRM-1537600,Retained,Enterprise
CRM-1512950,Onboarding,Enterprise
CRM-580050,Churn,Semi-Enterprise
CRM-661350,Retained,Enterprise
CRM-637400,Churn,Long-tail
CRM-1600200,Onboarding,Enterprise
CRM-1574200,Onboarding,Long-tail
CRM-172500,Churn,Long-tail
CRM-471450,Incomplete Deal,Long-tail
CRM-579650,Churn,Enterprise
CRM-1289700,Churn,Semi-Enterprise
CRM-495600,Churn,Enterprise
CRM-1449300,Retained,Long-tail
CRM-862500,Churn,Long-tail
CRM-1494700,Retained,Enterprise
CRM-243550,Retained,Enterprise
CRM-247250,Churn,Long-tail
CRM-1586150,Onboarding,Enterprise
CRM-1586200,Onboarding,Enterprise
CRM-1443800,Churn,Long-tail
CRM-1086200,Retained,Enterprise
CRM-151450,Retained,Semi-Enterprise
CRM-163900,Churn,Enterprise
CRM-1608350,Contract Confirmation,Enterprise
CRM-647750,Churn,Long-tail
CRM-571450,Churn,Long-tail
CRM-229300,Churn,Long-tail
CRM-360100,Churn,Long-tail
CRM-5607750,Onboarding,Semi-Enterprise
CRM-1445300,Churn,Enterprise
CRM-159050,Churn,Long-tail
CRM-157700,Retained,Semi-Enterprise
CRM-1458550,Churn,Long-tail
CRM-201250,Churn,Long-tail
CRM-1476650,Retained,Enterprise
CRM-1536150,Onboarding,Long-tail
CRM-1498700,Retained,Semi-Enterprise
CRM-161600,Retained,Enterprise
CRM-1393800,Retained,Enterprise
CRM-1449450,Incomplete Deal,Enterprise
CRM-1449700,Churn,Enterprise
CRM-1471950,Retained,Enterprise
CRM-1172250,Retained,Enterprise
CRM-1364950,Retained,Enterprise
CRM-1595750,Retained,Enterprise
CRM-1169800,Churn,Semi-Enterprise
CRM-1462000,Retained,Enterprise
CRM-1537150,Retained,Semi-Enterprise
CRM-168850,Churn,Long-tail
CRM-1454450,Retained,Enterprise
CRM-531300,Retained,Enterprise
CRM-408200,Churn,Long-tail
CRM-1461900,Churn,Semi-Enterprise
CRM-907550,Churn,Enterprise
CRM-1380800,Churn,Long-tail
CRM-351350,Onboarding,Semi-Enterprise
CRM-1537850,Retained,Enterprise
CRM-634850,Churn,Enterprise
CRM-1518300,Retained,Semi-Enterprise
CRM-588950,Churn,Long-tail
CRM-1483950,Churn,Long-tail
CRM-153550,Churn,Long-tail
CRM-718100,Churn,Long-tail
CRM-537750,Churn,Long-tail
CRM-1544950,Retained,Long-tail
CRM-1444950,Retained,Enterprise
CRM-310250,Churn,Long-tail
CRM-314800,Churn,Long-tail
CRM-463250,Churn,Enterprise
CRM-1301500,Retained,Semi-Enterprise
CRM-1569850,Onboarding,Enterprise
CRM-361700,Churn,Long-tail
CRM-561800,Churn,Long-tail
CRM-1500050,Retained,Long-tail
CRM-1476900,Retained,Long-tail
CRM-1541350,Onboarding,Enterprise
CRM-1519500,Onboarding,Long-tail
CRM-1486500,Onboarding,Long-tail
CRM-1486550,Onboarding,Long-tail
CRM-1457250,Retained,Long-tail
CRM-1570650,Retained,Semi-Enterprise
CRM-5607000,Retained,Long-tail
CRM-151800,Churn,Long-tail
CRM-1494250,Retained,Semi-Enterprise
CRM-1496500,Retained,Enterprise
CRM-1554900,Retained,Semi-Enterprise
CRM-156950,Retained,Enterprise
CRM-153750,Retained,Enterprise
CRM-1509650,Retained,Enterprise
CRM-1507550,Onboarding,Enterprise
CRM-1543300,Onboarding,Semi-Enterprise
CRM-1559250,Retained,Enterprise
CRM-1561300,Retained,Enterprise
CRM-1480950,Retained,Enterprise
CRM-1545000,Onboarding,Enterprise
CRM-468500,Churn,Enterprise
CRM-1075600,Churn,Long-tail
CRM-1488350,Churn,Enterprise
CRM-775900,Churn,Semi-Enterprise
CRM-1460500,Retained,Long-tail
CRM-1482200,Retained,Semi-Enterprise
CRM-1586950,Retained,Enterprise
CRM-160400,Churn,Semi-Enterprise
CRM-966450,Churn,Long-tail
CRM-642800,Churn,Long-tail
CRM-1468650,Retained,Enterprise
CRM-1466300,Retained,Enterprise
CRM-1466350,Retained,Enterprise
CRM-1485150,Retained,Enterprise
CRM-152250,Churn,Long-tail
CRM-1172550,Retained,Enterprise
CRM-486200,Churn,Long-tail
CRM-352050,Churn,Long-tail
