Customer ID,Year,Quarter,Survey Date,Response Date,How likely are you to recommend insider to a friend or colleague ,How would you rate the value you gain from our company,How frequently are you using our platform,Please rate the overall quality of our products,Please rate the usability of the panel,Please rate your understanding of our reporting capabilities in the panel
CRM-1496700,2022,2,2022-04-01,2022-06-23,10,5,Once a Day,5,5,I am able to report everything easily
CRM-1496700,2022,3,2022-07-01,2022-07-06,10,5,Once a Day,5,5,I am able to report everything easily
CRM-1496700,2022,1,2022-01-01,2022-03-01,10,5,Once a Day,4,4,I tried but could not find everything I need
CRM-1496700,2022,1,2022-01-01,2022-03-21,10,5,Once a Day,4,4,I tried but could not find everything I need
CRM-1496700,2022,2,2022-04-01,2022-06-28,9,5,Once a Week,4,4,I tried but could not find everything I need
CRM-1496700,2022,3,2022-07-01,2022-09-29,9,5,Once a Day,4,4,"I can pull all the numbers, but don't understand them"
CRM-304750,2022,3,2022-07-01,2022-09-28,10,5,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
CRM-304750,2022,3,2022-07-01,2022-08-22,4,4,Once a Week,3,4,I am able to report everything easily
CRM-807100,2022,1,2022-01-01,2022-02-01,7,5,Once a Day,4,,I don't use it often
CRM-807100,2022,1,2022-01-01,2022-03-21,7,5,Once a Day,4,,I don't use it often
CRM-806850,2022,2,2022-04-01,2022-06-09,10,5,Once a Week,5,5,I am able to report everything easily
CRM-807100,2022,3,2022-07-01,2022-09-05,4,3,Once a Day,3,3,I tried but could not find everything I need
CRM-199600,2022,1,2022-01-01,2022-03-01,8,4,Once a Day,4,4,I am able to report everything easily
CRM-199600,2022,1,2022-01-01,2022-03-21,8,4,Once a Day,4,4,I am able to report everything easily
CRM-1206000,2022,3,2022-07-01,2022-09-02,10,5,Once a Week,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1206000,2022,1,2022-01-01,2022-02-01,10,5,Once a Day,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1206000,2022,3,2022-07-01,2022-07-19,10,5,Once a Week,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1487750,2022,2,2022-04-01,2022-06-28,8,4,Once a Day,4,5,I don't use it often
CRM-627000,2022,1,2022-01-01,2022-03-01,3,3,Once a Day,3,4,I need someone from Insider team to provide me the report from the panel
CRM-627000,2022,1,2022-01-01,2022-03-01,6,3,Once a Day,3,3,I need someone from Insider team to provide me the report from the panel
CRM-1450850,2022,1,2022-01-01,2022-03-01,8,3,Once a Day,3,2,I don't use it often
CRM-1450850,2022,1,2022-01-01,2022-03-21,8,3,Once a Day,3,2,I don't use it often
CRM-1482700,2022,2,2022-04-01,2022-06-06,7,2,Once a Month,4,3,I am able to report everything easily
CRM-1518200,2022,1,2022-01-01,2022-03-01,10,5,Once a Day,5,5,I am able to report everything easily
CRM-1518200,2022,1,2022-01-01,2022-03-21,10,5,Once a Day,5,5,I am able to report everything easily
CRM-1518200,2022,3,2022-07-01,2022-09-27,10,5,Once a Day,5,5,I am able to report everything easily
CRM-160550,2022,1,2022-01-01,2022-03-31,10,5,Once a Day,5,5,I need someone from Insider team to provide me the report from the panel
CRM-160550,2022,3,2022-07-01,2022-07-05,10,5,Once a Day,5,5,I need someone from Insider team to provide me the report from the panel
CRM-160550,2022,3,2022-07-01,2022-08-05,7,4,Once a Week,4,4,I need someone from Insider team to provide me the report from the panel
CRM-160550,2022,1,2022-01-01,2022-03-28,8,4,Once a Month,4,3,I tried but could not find everything I need
CRM-1100500,2022,3,2022-07-01,2022-09-05,6,3,Once a Day,3,2,I don't use it often
CRM-1435450,2022,2,2022-04-01,2022-04-18,8,4,Once a Day,4,4,I am able to report everything easily
CRM-1435450,2022,3,2022-07-01,2022-07-29,8,4,Once a Day,4,5,I am able to report everything easily
CRM-1435450,2022,2,2022-04-01,2022-05-23,9,5,Once a Day,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1435450,2022,3,2022-07-01,2022-09-14,7,4,Once a Day,4,4,I tried but could not find everything I need
CRM-1435450,2022,1,2022-01-01,2022-02-01,9,5,Once a Day,5,5,I am able to report everything easily
CRM-1435450,2022,1,2022-01-01,2022-03-21,9,5,Once a Day,5,5,I am able to report everything easily
CRM-1435450,2022,1,2022-01-01,2022-03-01,10,5,Once a Day,5,,I am able to report everything easily
CRM-1435450,2022,1,2022-01-01,2022-03-21,10,5,Once a Day,5,,I am able to report everything easily
CRM-1450100,2022,3,2022-07-01,2022-08-22,6,3,Once a Week,4,3,I need someone from Insider team to provide me the report from the panel
CRM-1450100,2022,2,2022-04-01,2022-05-23,10,5,Once a Week,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1450100,2022,3,2022-07-01,2022-08-17,8,4,Once a Week,4,4,I don't use it often
CRM-1484500,2022,3,2022-07-01,2022-09-26,10,5,Once a Day,5,5,I am able to report everything easily
CRM-1484500,2022,3,2022-07-01,2022-09-27,9,4,Once a Day,3,3,I tried but could not find everything I need
CRM-166150,2022,3,2022-07-01,2022-09-19,10,5,Once a Week,5,5,I need someone from Insider team to provide me the report from the panel
CRM-166150,2022,1,2022-01-01,2022-03-20,10,5,Once a Week,5,5,I don't use it often
CRM-166150,2022,3,2022-07-01,2022-08-15,10,5,Once a Week,5,5,I don't use it often
CRM-1473700,2022,1,2022-01-01,2022-03-01,7,4,Once a Day,4,4,I am able to report everything easily
CRM-1473700,2022,1,2022-01-01,2022-03-21,7,4,Once a Day,4,4,I am able to report everything easily
CRM-1473700,2022,2,2022-04-01,2022-06-08,6,4,Once a Day,4,3,I don't use it often
CRM-1473700,2022,3,2022-07-01,2022-09-23,7,4,Once a Day,4,4,I don't use it often
CRM-1473700,2022,1,2022-01-01,2022-03-01,9,4,Once a Week,4,4,I don't use it often
CRM-1473700,2022,1,2022-01-01,2022-03-21,9,4,Once a Week,4,4,I don't use it often
CRM-1473700,2022,2,2022-04-01,2022-06-27,5,3,Once a Day,3,3,I don't use it often
CRM-1473700,2022,3,2022-07-01,2022-09-22,8,4,Once a Day,4,4,I don't use it often
CRM-1473700,2022,2,2022-04-01,2022-06-08,8,4,Once a Week,4,4,I am able to report everything easily
CRM-1473700,2022,3,2022-07-01,2022-07-14,3,2,Once a Week,4,3,I don't use it often
CRM-166700,2022,3,2022-07-01,2022-09-06,9,3,Once a Day,3,4,"I can pull all the numbers, but don't understand them"
CRM-166700,2022,1,2022-01-01,2022-03-31,9,5,Once a Week,5,4,I tried but could not find everything I need
CRM-1455650,2022,1,2022-01-01,2022-03-01,5,3,Once a Week,3,3,I tried but could not find everything I need
CRM-1455650,2022,1,2022-01-01,2022-03-21,5,3,Once a Week,3,3,I tried but could not find everything I need
CRM-1450750,2022,1,2022-01-01,2022-03-01,8,5,Once a Day,5,4,I need someone from Insider team to provide me the report from the panel
CRM-1450750,2022,1,2022-01-01,2022-03-21,8,5,Once a Day,5,4,I need someone from Insider team to provide me the report from the panel
CRM-1450750,2022,2,2022-04-01,2022-06-28,9,5,Once a Day,5,4,I tried but could not find everything I need
CRM-1450750,2022,1,2022-01-01,2022-03-01,7,3,Once a Week,4,4,I tried but could not find everything I need
CRM-1450750,2022,1,2022-01-01,2022-03-21,7,3,Once a Week,4,4,I tried but could not find everything I need
CRM-1450750,2022,2,2022-04-01,2022-06-23,8,4,Once a Week,4,4,I don't use it often
CRM-1450750,2022,2,2022-04-01,2022-06-28,10,5,Once a Day,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1511350,2022,3,2022-07-01,2022-08-05,10,4,Once a Day,4,4,I don't use it often
CRM-1511350,2022,3,2022-07-01,2022-08-08,6,4,Once a Day,4,3,"I can pull all the numbers, but don't understand them"
CRM-1068750,2022,1,2022-01-01,2022-03-30,10,5,Once a Week,5,3,"I can pull all the numbers, but don't understand them"
CRM-1472650,2022,3,2022-07-01,2022-09-28,8,5,Once a Week,5,5,I don't use it often
CRM-1205200,2022,1,2022-01-01,2022-03-01,8,4,Once a Week,4,4,I don't use it often
CRM-1205200,2022,1,2022-01-01,2022-03-21,8,4,Once a Week,4,4,I don't use it often
CRM-1205200,2022,3,2022-07-01,2022-09-29,8,4,Once a Month,4,3,I tried but could not find everything I need
CRM-1205200,2022,2,2022-04-01,2022-06-21,8,4,Once a Week,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1205200,2022,3,2022-07-01,2022-09-29,8,4,Once a Month,4,4,"I can pull all the numbers, but don't understand them"
CRM-1438700,2022,1,2022-01-01,2022-02-01,10,5,Once a Day,4,5,I tried but could not find everything I need
CRM-1438700,2022,1,2022-01-01,2022-03-21,10,5,Once a Day,4,5,I tried but could not find everything I need
CRM-1438700,2022,1,2022-01-01,2022-03-01,8,4,Once a Week,4,4,I tried but could not find everything I need
CRM-1438700,2022,1,2022-01-01,2022-03-21,8,4,Once a Week,4,4,I tried but could not find everything I need
CRM-1438700,2022,3,2022-07-01,2022-07-05,6,3,Once a Week,3,4,I am able to report everything easily
CRM-1438700,2022,3,2022-07-01,2022-09-05,6,4,Once a Week,3,4,I am able to report everything easily
CRM-1438700,2022,1,2022-01-01,2022-03-01,10,5,Once a Day,5,,I am able to report everything easily
CRM-1438700,2022,1,2022-01-01,2022-03-21,10,5,Once a Day,5,,I am able to report everything easily
CRM-1438700,2022,2,2022-04-01,2022-05-11,7,4,Once a Week,4,4,I tried but could not find everything I need
CRM-1438700,2022,3,2022-07-01,2022-08-16,8,4,Once a Week,4,3,"I can pull all the numbers, but don't understand them"
CRM-1440250,2022,2,2022-04-01,2022-05-09,10,5,Once a Day,4,5,"I can pull all the numbers, but don't understand them"
CRM-1440250,2022,3,2022-07-01,2022-07-26,8,4,Once a Day,4,5,I am able to report everything easily
CRM-160150,2022,1,2022-01-01,2022-02-01,4,3,Once a Day,3,3,"I can pull all the numbers, but don't understand them"
CRM-160150,2022,1,2022-01-01,2022-02-01,6,4,Once a Day,4,5,"I can pull all the numbers, but don't understand them"
CRM-160150,2022,2,2022-04-01,2022-04-16,5,3,Once a Day,4,3,I need someone from Insider team to provide me the report from the panel
CRM-160150,2022,2,2022-04-01,2022-06-29,8,4,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
CRM-160150,2022,3,2022-07-01,2022-09-05,8,4,Once a Day,4,4,"I can pull all the numbers, but don't understand them"
CRM-1480300,2022,2,2022-04-01,2022-06-30,7,4,Once a Week,4,4,I am able to report everything easily
CRM-1500650,2022,2,2022-04-01,2022-06-17,7,4,Once a Month,4,5,I don't use it often
CRM-1500650,2022,3,2022-07-01,2022-09-29,10,5,Once a Day,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1500650,2022,2,2022-04-01,2022-06-17,10,5,Once a Week,5,5,I tried but could not find everything I need
CRM-1500650,2022,2,2022-04-01,2022-04-01,9,5,Once a Day,5,4,I tried but could not find everything I need
CRM-1500650,2022,3,2022-07-01,2022-09-27,9,5,Once a Day,5,5,I tried but could not find everything I need
CRM-1030300,2022,1,2022-01-01,2022-03-01,10,3,Once a Day,3,5,I am able to report everything easily
CRM-1030300,2022,1,2022-01-01,2022-03-21,10,3,Once a Day,3,5,I am able to report everything easily
CRM-1030300,2022,3,2022-07-01,2022-08-29,10,3,Once a Week,4,5,"I can pull all the numbers, but don't understand them"
CRM-1030300,2022,1,2022-01-01,2022-03-18,8,4,Once a Month,4,,I don't use it often
CRM-1030300,2022,1,2022-01-01,2022-03-21,8,4,Once a Month,4,,I don't use it often
CRM-1030300,2022,3,2022-07-01,2022-08-29,8,5,Once a Week,4,5,I don't use it often
CRM-1025800,2022,1,2022-01-01,2022-03-21,8,4,Once a Week,4,4,I am able to report everything easily
CRM-1025800,2022,3,2022-07-01,2022-09-27,7,4,Once a Week,4,4,I am able to report everything easily
CRM-711000,2022,3,2022-07-01,2022-09-22,7,4,Once a Day,4,5,I need someone from Insider team to provide me the report from the panel
CRM-1489750,2022,3,2022-07-01,2022-09-05,0,1,Once a Month,1,2,I tried but could not find everything I need
CRM-1489750,2022,1,2022-01-01,2022-03-01,10,4,Once a Week,4,3,I don't use it often
CRM-1489750,2022,1,2022-01-01,2022-02-01,10,5,Once a Week,5,,I am able to report everything easily
CRM-1489750,2022,3,2022-07-01,2022-09-05,10,4,Once a Day,5,4,"I can pull all the numbers, but don't understand them"
CRM-1489750,2022,2,2022-04-01,2022-06-06,9,4,Once a Day,4,3,I tried but could not find everything I need
CRM-1262600,2022,1,2022-01-01,2022-03-01,8,5,Once a Week,5,,I tried but could not find everything I need
CRM-1262600,2022,2,2022-04-01,2022-05-22,9,5,Once a Week,4,3,I am able to report everything easily
CRM-1262600,2022,3,2022-07-01,2022-08-23,9,5,Once a Month,5,3,I am able to report everything easily
CRM-1262600,2022,3,2022-07-01,2022-08-23,10,5,Once a Month,5,4,I don't use it often
CRM-1262600,2022,3,2022-07-01,2022-09-21,10,5,Once a Month,5,5,I need someone from Insider team to provide me the report from the panel
CRM-157750,2022,1,2022-01-01,2022-03-01,8,5,Once a Week,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1452700,2022,1,2022-01-01,2022-03-28,8,4,Once a Day,4,4,I tried but could not find everything I need
CRM-189700,2022,1,2022-01-01,2022-03-01,10,5,Once a Month,5,5,I need someone from Insider team to provide me the report from the panel
CRM-189700,2022,2,2022-04-01,2022-05-09,10,5,Once a Month,3,4,I need someone from Insider team to provide me the report from the panel
CRM-189700,2022,3,2022-07-01,2022-09-21,10,5,Once a Month,5,5,I don't use it often
CRM-156650,2022,1,2022-01-01,2022-03-30,9,5,Once a Week,5,4,I tried but could not find everything I need
CRM-156650,2022,2,2022-04-01,2022-06-30,7,4,Once a Week,4,4,I need someone from Insider team to provide me the report from the panel
CRM-156650,2022,3,2022-07-01,2022-09-14,10,5,Once a Day,5,5,I need someone from Insider team to provide me the report from the panel
CRM-156650,2022,2,2022-04-01,2022-06-28,9,5,Once a Week,5,4,I don't use it often
CRM-156650,2022,3,2022-07-01,2022-09-14,7,3,Once a Week,3,4,I tried but could not find everything I need
CRM-156650,2022,2,2022-04-01,2022-06-28,8,5,Once a Day,4,4,I tried but could not find everything I need
CRM-156650,2022,3,2022-07-01,2022-09-14,7,3,Once a Month,4,4,I am able to report everything easily
CRM-812200,2022,1,2022-01-01,2022-02-01,8,4,Once a Week,4,,I am able to report everything easily
CRM-812200,2022,2,2022-04-01,2022-05-25,7,3,Once a Week,3,3,I don't use it often
CRM-1503300,2022,1,2022-01-01,2022-03-30,8,4,Once a Week,4,3,"I can pull all the numbers, but don't understand them"
CRM-1503300,2022,1,2022-01-01,2022-02-01,10,4,Once a Day,4,4,I tried but could not find everything I need
CRM-1478050,2022,3,2022-07-01,2022-09-28,8,4,Once a Month,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1478050,2022,1,2022-01-01,2022-03-31,7,4,Once a Day,4,3,I need someone from Insider team to provide me the report from the panel
CRM-1478050,2022,1,2022-01-01,2022-03-31,10,5,Once a Day,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1478050,2022,2,2022-04-01,2022-06-28,9,5,Once a Day,5,5,I am able to report everything easily
CRM-1457050,2022,1,2022-01-01,2022-03-21,8,4,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1466200,2022,3,2022-07-01,2022-09-07,8,4,Once a Day,4,4,I am able to report everything easily
CRM-1466200,2022,1,2022-01-01,2022-03-01,7,4,Once a Week,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1466200,2022,1,2022-01-01,2022-03-21,7,4,Once a Week,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1466200,2022,3,2022-07-01,2022-09-05,9,5,Once a Day,4,4,I am able to report everything easily
CRM-1006000,2022,1,2022-01-01,2022-03-01,10,5,Once a Week,5,,"I can pull all the numbers, but don't understand them"
CRM-1068750,2022,2,2022-04-01,2022-06-02,8,5,Once a Week,4,4,I need someone from Insider team to provide me the report from the panel
CRM-244800,2022,1,2022-01-01,2022-02-01,5,2,Once a Day,4,4,"I can pull all the numbers, but don't understand them"
CRM-244800,2022,1,2022-01-01,2022-02-01,10,5,Once a Week,5,5,"I can pull all the numbers, but don't understand them"
CRM-244800,2022,2,2022-04-01,2022-04-22,8,4,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1469800,2022,1,2022-01-01,2022-03-01,9,5,Once a Day,4,4,I am able to report everything easily
CRM-1469800,2022,3,2022-07-01,2022-08-24,9,5,Once a Week,4,4,I am able to report everything easily
CRM-1469800,2022,2,2022-04-01,2022-04-18,5,3,Once a Week,3,2,I don't use it often
CRM-1494650,2022,2,2022-04-01,2022-06-21,9,4,Once a Day,4,4,I am able to report everything easily
CRM-703000,2022,2,2022-04-01,2022-06-23,8,4,Once a Month,4,4,I am able to report everything easily
CRM-1293150,2022,2,2022-04-01,2022-06-15,8,4,Once a Week,3,3,"I can pull all the numbers, but don't understand them"
CRM-1293150,2022,2,2022-04-01,2022-06-20,7,5,Once a Week,4,4,I am able to report everything easily
CRM-1447700,2022,1,2022-01-01,2022-03-31,8,5,Once a Day,4,5,I need someone from Insider team to provide me the report from the panel
CRM-1447700,2022,2,2022-04-01,2022-06-13,10,5,Once a Day,5,4,I need someone from Insider team to provide me the report from the panel
CRM-1447700,2022,2,2022-04-01,2022-06-10,10,5,Once a Week,4,5,"I can pull all the numbers, but don't understand them"
CRM-462250,2022,1,2022-01-01,2022-03-01,8,4,Once a Week,0,,I am able to report everything easily
CRM-467000,2022,3,2022-07-01,2022-08-30,8,4,Once a Week,4,4,I am able to report everything easily
CRM-467000,2022,2,2022-04-01,2022-04-18,8,3,Once a Month,4,3,I need someone from Insider team to provide me the report from the panel
CRM-467000,2022,3,2022-07-01,2022-08-30,7,3,Once a Month,4,3,I need someone from Insider team to provide me the report from the panel
CRM-1446600,2022,2,2022-04-01,2022-05-11,8,4,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1446600,2022,2,2022-04-01,2022-06-20,7,4,Once a Week,4,3,I tried but could not find everything I need
CRM-1446600,2022,2,2022-04-01,2022-06-20,8,5,Once a Day,4,4,I am able to report everything easily
CRM-1446600,2022,1,2022-01-01,2022-02-01,8,5,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1446600,2022,2,2022-04-01,2022-05-12,8,4,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1501050,2022,1,2022-01-01,2022-03-21,6,3,Once a Week,1,1,"I can pull all the numbers, but don't understand them"
CRM-1160900,2022,1,2022-01-01,2022-03-21,7,4,Once a Week,4,,I don't use it often
CRM-768850,2022,3,2022-07-01,2022-08-31,8,5,Once a Week,4,5,I need someone from Insider team to provide me the report from the panel
CRM-768850,2022,1,2022-01-01,2022-03-31,8,5,Once a Week,5,5,I don't use it often
CRM-768850,2022,3,2022-07-01,2022-08-31,8,5,Once a Day,5,5,I am able to report everything easily
CRM-768850,2022,3,2022-07-01,2022-08-31,10,5,Once a Month,4,4,I don't use it often
CRM-1455250,2022,1,2022-01-01,2022-03-01,10,5,Once a Day,5,5,"I can pull all the numbers, but don't understand them"
CRM-1455250,2022,2,2022-04-01,2022-04-18,10,5,Once a Day,5,5,I am able to report everything easily
CRM-1455250,2022,1,2022-01-01,2022-02-01,10,5,Once a Day,0,,"I can pull all the numbers, but don't understand them"
CRM-1455250,2022,2,2022-04-01,2022-06-10,10,5,Once a Day,5,5,I am able to report everything easily
CRM-1464200,2022,1,2022-01-01,2022-03-21,8,5,Once a Day,5,5,"I can pull all the numbers, but don't understand them"
CRM-1464200,2022,3,2022-07-01,2022-09-27,8,4,Once a Week,4,4,I don't use it often
CRM-1464200,2022,3,2022-07-01,2022-09-26,7,4,Once a Day,4,4,I am able to report everything easily
CRM-1468300,2022,2,2022-04-01,2022-05-09,10,4,Once a Week,5,4,I need someone from Insider team to provide me the report from the panel
CRM-1468300,2022,2,2022-04-01,2022-05-16,10,5,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1468300,2022,3,2022-07-01,2022-09-20,10,5,Once a Month,5,4,I need someone from Insider team to provide me the report from the panel
CRM-606600,2022,3,2022-07-01,2022-09-13,8,4,Once a Day,4,4,"I can pull all the numbers, but don't understand them"
CRM-158250,2022,1,2022-01-01,2022-02-01,9,5,Once a Day,5,4,I need someone from Insider team to provide me the report from the panel
CRM-158250,2022,2,2022-04-01,2022-06-03,9,5,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
CRM-158250,2022,3,2022-07-01,2022-08-05,8,4,Once a Day,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1283250,2022,1,2022-01-01,2022-03-21,7,3,Once a Day,3,3,"I can pull all the numbers, but don't understand them"
CRM-1283250,2022,3,2022-07-01,2022-09-27,7,4,Once a Day,4,3,"I can pull all the numbers, but don't understand them"
CRM-1283250,2022,1,2022-01-01,2022-03-21,8,4,Once a Week,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1283250,2022,1,2022-01-01,2022-03-21,9,5,Once a Day,4,3,I am able to report everything easily
CRM-1464100,2022,2,2022-04-01,2022-06-24,7,4,Once a Day,4,3,I tried but could not find everything I need
CRM-1464100,2022,3,2022-07-01,2022-09-27,7,4,Once a Day,4,4,I tried but could not find everything I need
CRM-1464100,2022,3,2022-07-01,2022-09-23,9,5,Once a Day,5,5,I don't use it often
CRM-1464100,2022,2,2022-04-01,2022-06-28,9,4,Once a Day,4,4,I am able to report everything easily
CRM-1500700,2022,1,2022-01-01,2022-03-28,9,5,Once a Week,5,5,I don't use it often
CRM-1500700,2022,2,2022-04-01,2022-06-10,10,5,Once a Month,5,5,I don't use it often
CRM-1500700,2022,3,2022-07-01,2022-09-19,10,5,Once a Month,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1500700,2022,2,2022-04-01,2022-06-06,9,5,Once a Week,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1500700,2022,3,2022-07-01,2022-07-05,10,4,Once a Month,4,4,I don't use it often
CRM-1482400,2022,3,2022-07-01,2022-09-29,8,4,Once a Day,4,4,I am able to report everything easily
CRM-793100,2022,1,2022-01-01,2022-02-01,8,5,Once a Week,4,,I am able to report everything easily
CRM-793100,2022,2,2022-04-01,2022-06-20,9,5,Once a Week,4,5,I am able to report everything easily
CRM-1443200,2022,2,2022-04-01,2022-05-31,9,3,Once a Week,4,4,I tried but could not find everything I need
CRM-160000,2022,1,2022-01-01,2022-02-01,1,2,Once a Day,2,2,I am able to report everything easily
CRM-160000,2022,1,2022-01-01,2022-02-01,10,5,Once a Day,5,5,I need someone from Insider team to provide me the report from the panel
CRM-160000,2022,3,2022-07-01,2022-09-09,9,4,Once a Month,4,4,I tried but could not find everything I need
CRM-160000,2022,1,2022-01-01,2022-02-01,9,5,Once a Day,4,3,I tried but could not find everything I need
CRM-160000,2022,3,2022-07-01,2022-07-01,10,5,Once a Day,5,5,I need someone from Insider team to provide me the report from the panel
CRM-160000,2022,2,2022-04-01,2022-06-20,10,5,Once a Day,5,5,I need someone from Insider team to provide me the report from the panel
CRM-160000,2022,3,2022-07-01,2022-09-12,10,5,Once a Month,5,5,I tried but could not find everything I need
CRM-169100,2022,1,2022-01-01,2022-02-01,10,4,Once a Day,4,,"I can pull all the numbers, but don't understand them"
CRM-169100,2022,1,2022-01-01,2022-02-01,10,5,Once a Day,5,,I need someone from Insider team to provide me the report from the panel
CRM-169100,2022,3,2022-07-01,2022-07-06,8,5,Once a Day,4,5,"I can pull all the numbers, but don't understand them"
CRM-169100,2022,3,2022-07-01,2022-08-23,7,5,Once a Day,3,4,I need someone from Insider team to provide me the report from the panel
CRM-1435350,2022,1,2022-01-01,2022-03-31,8,4,Once a Day,4,4,I am able to report everything easily
CRM-1435350,2022,2,2022-04-01,2022-06-30,7,4,Once a Day,4,4,I am able to report everything easily
CRM-330400,2022,1,2022-01-01,2022-03-21,8,4,Once a Week,5,,I need someone from Insider team to provide me the report from the panel
CRM-330400,2022,3,2022-07-01,2022-09-19,8,4,Once a Week,4,4,I tried but could not find everything I need
CRM-1483450,2022,2,2022-04-01,2022-04-25,8,4,Once a Day,4,5,I am able to report everything easily
CRM-1483450,2022,3,2022-07-01,2022-07-21,8,4,Once a Week,4,4,I am able to report everything easily
CRM-1483450,2022,3,2022-07-01,2022-08-19,8,4,Once a Week,4,4,I am able to report everything easily
CRM-362650,2022,3,2022-07-01,2022-09-29,9,5,Once a Week,4,4,I need someone from Insider team to provide me the report from the panel
CRM-230450,2022,2,2022-04-01,2022-05-31,10,5,Once a Week,5,3,I tried but could not find everything I need
CRM-230450,2022,3,2022-07-01,2022-09-05,10,5,Once a Week,5,3,I tried but could not find everything I need
CRM-230450,2022,2,2022-04-01,2022-04-18,8,4,Once a Month,4,4,I need someone from Insider team to provide me the report from the panel
CRM-230450,2022,3,2022-07-01,2022-07-05,9,4,Once a Month,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1507850,2022,1,2022-01-01,2022-03-01,9,5,Once a Day,5,4,I am able to report everything easily
CRM-1507850,2022,1,2022-01-01,2022-03-21,9,5,Once a Day,5,4,I am able to report everything easily
CRM-1507850,2022,3,2022-07-01,2022-09-28,10,5,Once a Day,5,5,I am able to report everything easily
CRM-331650,2022,2,2022-04-01,2022-06-09,7,4,Once a Day,3,4,"I can pull all the numbers, but don't understand them"
CRM-331650,2022,3,2022-07-01,2022-09-22,6,3,Once a Day,3,4,I tried but could not find everything I need
CRM-1557750,2022,2,2022-04-01,2022-04-18,5,3,Once a Day,3,3,I need someone from Insider team to provide me the report from the panel
CRM-1557750,2022,2,2022-04-01,2022-06-14,3,2,Once a Day,2,2,I tried but could not find everything I need
CRM-1479600,2022,3,2022-07-01,2022-09-23,9,4,Once a Day,4,3,I need someone from Insider team to provide me the report from the panel
CRM-1477300,2022,3,2022-07-01,2022-09-29,8,5,Once a Week,5,5,I am able to report everything easily
CRM-1477300,2022,2,2022-04-01,2022-06-16,10,5,Once a Week,4,4,I am able to report everything easily
CRM-1477300,2022,1,2022-01-01,2022-02-01,9,5,Once a Week,4,3,I need someone from Insider team to provide me the report from the panel
CRM-1477300,2022,1,2022-01-01,2022-03-21,9,5,Once a Week,4,3,I need someone from Insider team to provide me the report from the panel
CRM-1477300,2022,2,2022-04-01,2022-05-11,9,5,Once a Week,4,3,I need someone from Insider team to provide me the report from the panel
CRM-1357850,2022,1,2022-01-01,2022-03-25,10,4,Once a Day,4,3,I need someone from Insider team to provide me the report from the panel
CRM-1357850,2022,2,2022-04-01,2022-06-28,8,4,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1357850,2022,3,2022-07-01,2022-07-05,8,4,Once a Day,4,5,I need someone from Insider team to provide me the report from the panel
CRM-1357850,2022,3,2022-07-01,2022-08-05,10,4,Once a Day,4,4,I need someone from Insider team to provide me the report from the panel
CRM-1357850,2022,1,2022-01-01,2022-03-29,10,5,Once a Week,5,5,I need someone from Insider team to provide me the report from the panel
CRM-1496850,2022,3,2022-07-01,2022-09-05,0,1,Once a Day,1,4,I am able to report everything easily
CRM-1496850,2022,1,2022-01-01,2022-03-23,8,5,Once a Week,5,5,I am able to report everything easily
CRM-1179100,2022,3,2022-07-01,2022-09-06,8,5,Once a Week,5,5,I need someone from Insider team to provide me the report from the panel
CRM-398000,2022,1,2022-01-01,2022-03-28,9,4,Once a Day,4,5,I need someone from Insider team to provide me the report from the panel
CRM-398000,2022,2,2022-04-01,2022-06-03,9,5,Once a Week,5,5,I need someone from Insider team to provide me the report from the panel
CRM-398000,2022,3,2022-07-01,2022-09-20,8,4,Once a Month,5,5,I don't use it often
CRM-398000,2022,2,2022-04-01,2022-06-15,8,5,Once a Day,5,4,I tried but could not find everything I need
CRM-398000,2022,3,2022-07-01,2022-09-22,8,5,Once a Day,4,5,I tried but could not find everything I need
CRM-398000,2022,1,2022-01-01,2022-03-30,9,5,Once a Day,4,4,"I can pull all the numbers, but don't understand them"
